100000 200000
46373 8079 440
4675 15139 244
49630 3991 712
41859 53793 849
55487 2895 707
41762 35804 635
82292 91260 158
8496 15224 668
7865 61720 861
77701 39408 346
44036 1747 746
51836 61493 242
37661 5423 529
19217 78943 257
23686 89058 670
5822 68945 579
86640 78498 190
55953 15523 493
60722 82566 861
5573 20702 592
77901 25079 161
49598 30922 528
47868 19590 976
35889 14850 740
62881 91440 586
33286 73956 852
52009 7838 629
53778 17066 617
96024 48710 534
69196 99136 211
3696 92180 758
31095 39137 700
94091 1358 911
61246 70418 947
58847 28757 706
97166 42649 875
8019 55422 726
45372 55455 222
5672 88973 233
85734 71482 479
85844 79805 872
84072 26775 963
45772 94456 707
58759 63479 484
50127 46904 320
90794 49725 680
56977 49960 716
1849 67263 964
77831 72191 422
77795 68626 683
9682 53167 12
15200 34495 341
68263 19174 652
807 81003 22
38774 85806 554
21726 65986 392
52038 27909 553
53907 94189 200
79884 64703 758
22212 65610 328
4106 14335 31
77082 7396 973
39630 27604 347
57540 24891 706
86432 32354 696
29181 43681 743
93735 95126 107
31387 57541 536
7798 2872 156
27488 5310 391
9818 47020 38
86649 58068 460
50084 91852 389
87030 67023 588
48912 69996 74
5421 20060 173
34393 57943 831
55249 31593 444
31268 31055 383
24858 11901 162
34963 78650 209
61280 977 429
78556 39618 40
62251 27785 262
27295 49789 538
88506 48472 191
29095 14131 726
59228 26616 293
74637 98003 639
25250 52340 82
270 6786 364
54552 56367 587
82501 28678 727
38295 21401 606
35803 68535 597
5946 19017 863
17562 56337 775
55495 72082 135
77123 87502 595
2166 66098 235
62520 20351 378
38909 92598 92
52725 81795 966
62022 67502 379
69644 5660 489
55761 42623 872
32409 66344 800
58784 1862 912
69611 84605 70
17500 6230 261
37986 63058 596
43255 46469 645
35768 31885 766
32539 79561 750
86087 67925 76
21225 21375 819
44646 39052 338
63509 46851 556
2121 6995 451
25051 61591 297
40460 75910 158
56851 71756 198
10840 86344 228
2274 89503 275
65144 47632 418
514 26718 857
95875 39943 378
26168 31966 96
69799 8550 61
86876 93881 387
51221 79165 338
82137 50685 486
59816 77269 498
86768 58923 151
17361 6611 398
81802 60718 515
93927 95349 340
23005 74159 240
49116 32848 73
27966 93247 589
80560 4285 258
21439 68860 372
17821 31867 888
77917 17470 431
60475 49501 324
12123 95643 711
35636 23508 805
46583 4200 167
3623 89290 963
21845 19358 715
36053 11855 437
89222 43402 748
58473 27352 336
7899 63830 614
50375 95954 781
62079 449 803
17334 34601 261
11369 74764 160
80777 78410 752
89182 59730 503
1897 25960 214
52912 63519 487
29877 62628 276
53375 50998 319
39018 39792 548
76841 61782 132
67644 19435 465
11294 81605 507
40217 1631 35
43163 42440 781
20268 7621 968
24549 32256 86
12206 72077 473
653 46709 562
88998 11748 843
89660 72091 29
63937 74739 866
71641 77166 578
74955 5759 682
22692 11540 1
94842 26862 854
71974 53309 660
43425 57776 674
9629 74624 800
3576 94216 41
2507 56888 127
48915 57806 609
57374 85703 74
4398 55076 233
54525 99701 616
4041 88259 344
38267 55324 203
4969 59581 640
8240 36807 19
89933 27048 512
8744 51639 535
18626 55703 986
5921 27054 148
49706 78543 78
24872 8734 909
97088 40946 347
57432 37203 161
29488 751 678
1030 72274 456
38551 75108 287
74521 11292 768
94735 97058 943
40556 71099 700
60261 92568 612
72300 68064 715
34508 3885 645
48985 33697 352
81919 47881 157
647 25860 46
2937 13586 814
80566 23211 616
38000 12985 161
42667 15304 122
10688 84141 632
44548 27488 674
2653 26087 299
71016 86785 221
5114 36105 282
71414 32772 464
63104 86097 28
15163 7755 323
77199 93676 586
39631 8721 166
1068 96291 935
46516 91925 941
842 53178 311
99016 18126 250
44989 75156 997
34514 64511 14
26236 83762 541
21956 2420 607
92832 39857 961
93281 95360 266
95432 47468 640
63176 94186 741
71017 70867 614
62082 83487 588
18295 14029 505
66157 5568 885
17129 60499 933
54384 29089 965
47590 73356 531
81512 13795 307
50818 11934 867
89332 16526 795
95815 89059 448
69585 15249 102
76088 52074 357
32927 32914 891
45296 33543 784
20246 60558 630
56516 70081 661
52676 52252 676
35507 43682 606
33473 90583 381
2409 99484 197
66250 99222 140
17943 19484 737
82914 78815 796
83770 24151 738
10847 73793 153
63055 89700 565
85288 94552 721
83956 82213 430
20390 39248 138
10099 30656 341
97585 87165 962
5487 53711 900
40893 71069 174
18525 49852 871
30721 8563 691
64828 98189 369
85526 77416 3
84132 86632 907
58843 5376 646
96433 23543 79
56466 13174 734
44826 15675 95
75422 20668 291
93668 65878 442
55812 66828 642
47446 45802 407
12563 67681 73
36996 30590 341
71386 8999 21
69571 60540 74
35572 84783 895
16116 71228 578
52865 68567 738
4235 17356 210
62086 59729 690
52796 41774 871
2859 92321 774
6875 53428 227
1911 22429 308
54322 27789 228
51169 2250 89
18101 96835 450
83263 43920 944
25102 86104 136
37954 54043 3
65988 3371 560
49491 79568 265
96959 54867 538
17036 7775 722
40513 92962 389
42135 8486 109
78420 85222 627
55986 92789 596
57383 3605 431
7454 57571 405
81768 9292 608
23058 2824 759
88349 53378 728
95094 83957 390
48739 58724 579
17645 2777 585
78099 55062 159
32457 27735 16
59143 41607 696
47930 30490 117
6954 42681 866
93755 78448 278
99832 89407 618
78283 43346 794
40921 20636 21
61428 87784 790
71093 81073 339
51034 6784 857
52250 62882 313
31646 68234 485
3414 66808 335
59394 83753 240
89711 93009 92
79908 37367 463
98324 69710 828
47963 5601 105
57387 11569 846
55432 9518 182
99534 22055 144
92338 31769 497
62319 19812 643
96486 56104 190
1552 43425 860
88557 40115 476
33797 10465 692
28741 81708 990
94463 87120 874
90208 99220 382
68850 11590 592
43359 27855 395
13313 6320 80
82806 64077 469
65595 35141 498
13060 32924 731
63102 38997 852
55785 63259 624
39168 64591 301
92240 98421 428
853 97955 823
16370 66874 885
29092 26898 393
56202 90795 406
78231 8513 551
27440 11030 634
51574 58666 149
46378 16306 104
94476 82220 805
7948 16541 955
46718 50657 73
43481 21003 704
7896 55743 915
7623 39141 784
98978 88429 822
57966 15225 377
27156 94711 137
80589 7610 202
56948 8340 172
98053 25376 81
38876 564 868
3669 75020 489
16853 65935 590
16930 95736 517
44535 82510 694
66986 65423 205
22558 53329 27
63018 23901 730
16319 58399 219
19767 26390 271
37498 55723 56
25678 99847 448
20215 83516 63
12704 63569 403
53311 41155 626
34898 55507 534
84705 51184 922
78192 62563 423
74680 80183 586
52374 90641 896
17511 42269 730
27331 7286 993
94096 77527 505
48235 50047 678
81377 45966 860
54933 95153 307
69535 62303 733
53297 9199 99
34301 29467 407
77098 3927 270
20756 87610 975
4118 36228 570
98688 93023 765
1991 61725 833
2242 29195 932
59248 22795 499
21699 52037 574
8876 85015 139
96659 89387 437
81504 15127 336
33591 9320 644
13441 2871 912
49069 49351 708
35501 89465 329
28224 48298 65
55282 48844 931
42332 36835 517
80383 99591 179
84907 68227 29
189 90811 61
98731 27162 564
29241 78145 876
61752 92984 432
51669 75708 943
42936 99971 3
29278 94158 649
35458 99900 614
20361 49768 801
41883 45684 458
82564 20166 404
42076 26376 929
49345 74667 242
43841 86631 279
36383 14367 493
70898 55386 249
85356 84004 228
57902 82208 419
28543 50384 13
8804 45359 942
48685 28144 867
3539 74426 652
49342 17641 637
58866 15495 752
52444 15549 371
33548 44304 339
98364 82905 860
90841 97302 454
87442 99561 733
1157 72458 551
66396 63274 995
63641 8070 132
93343 73570 405
90902 56199 668
56428 50972 667
40300 39576 826
42318 31394 655
55336 607 349
72147 65224 340
45167 37716 100
1126 85823 180
244 67065 905
64368 11548 216
9002 9508 819
86366 23575 641
88295 67113 828
42139 33911 173
26785 7615 825
82069 74373 696
94446 59553 506
94680 72775 32
86977 71414 781
54757 34962 997
63186 40901 102
5804 35042 639
11822 40327 492
13369 57001 431
60834 38623 205
75787 38679 674
10376 58153 516
59772 27289 76
64127 45786 870
53142 77894 976
94335 59774 365
20845 9989 638
48303 61856 832
62960 65996 526
90660 78891 317
93372 38501 616
70966 9752 848
9225 82177 734
97125 58470 46
4601 55028 622
39894 32357 788
5820 74054 455
21944 11840 853
66659 62940 806
45863 91671 440
82076 97760 383
73245 4108 682
44386 14002 334
97611 80515 125
18227 64185 280
91935 57972 683
25745 25422 144
73576 60566 237
33464 41387 67
16712 77339 372
19086 51246 756
3609 85477 643
12812 34015 420
21268 13828 308
37490 60740 520
91440 34131 334
85305 59867 94
10175 74260 389
57215 76911 159
25474 54695 367
41674 6030 12
841 95258 432
56773 28066 618
50893 78431 426
91477 20832 927
33130 13276 177
38566 14759 561
88879 97607 136
95551 87949 529
90465 66274 549
86331 41491 202
75180 52475 905
87457 9185 451
49935 41176 589
85919 88885 224
18316 11501 999
71147 90586 255
46231 76896 168
93411 44443 204
20248 25950 874
60728 18511 494
41774 44627 959
36457 4272 634
76777 472 31
77380 49899 728
60524 64402 660
62895 4166 184
97784 62284 761
33016 16152 131
86861 81440 465
99792 51846 166
61161 36385 951
84662 39491 58
32497 63733 679
44869 63056 743
12851 56541 316
57446 56247 539
1713 88912 995
49286 32107 687
56617 81448 30
59843 50261 171
96046 66791 169
88094 10237 557
34578 23573 284
91946 70052 554
4665 25597 178
85871 66554 558
33370 15366 660
70826 18722 113
23312 45952 872
20122 69885 797
8056 16003 548
31529 59680 860
86424 30667 869
87313 34895 946
17377 70373 722
26455 78 426
4918 21224 640
459 75851 469
99728 33009 684
35590 84386 747
41905 69420 797
37584 73908 427
42514 11801 401
53369 6934 14
61633 65473 302
21723 90778 55
43837 26798 500
28268 90684 346
45816 22982 102
30009 84781 859
72466 78177 338
53698 67596 770
62378 85928 910
55969 97982 409
79627 38483 939
77441 67771 340
53327 61289 324
18547 56659 447
18922 88901 289
40786 20793 677
18110 51911 403
4409 63792 396
15014 70513 579
17717 28763 228
57388 62807 963
21761 25517 83
45463 59530 167
27924 44267 668
35016 81714 837
20107 50111 459
45189 19057 399
40884 41042 163
91886 58252 619
4286 48449 663
88577 63366 575
22160 9137 891
42038 71998 884
11698 43402 693
34332 41802 346
43193 58329 259
13896 72620 835
52554 42288 552
95362 37769 544
3623 34288 670
59003 6937 84
2308 25125 699
6485 53233 356
23071 73570 936
36101 19205 79
51210 66878 635
154 61140 413
43745 78276 651
67248 13516 66
56893 44887 463
46256 698 195
37511 63478 827
60965 83739 381
28400 19368 84
1012 44389 309
99779 20713 64
54971 29396 589
37525 25847 907
85018 51376 877
53603 61326 161
79736 56086 956
77613 8597 622
15674 34311 81
92061 85821 49
9167 74027 252
19864 1048 46
50889 85631 310
99435 37973 819
31 68949 565
47414 17860 968
99601 61431 222
80315 32003 162
12389 40099 999
52390 8722 869
91351 50159 354
21000 92599 319
27355 12620 887
5856 48862 661
93590 11006 32
27929 40175 243
17137 36795 230
67554 83429 626
14766 14709 843
68844 63951 946
98713 92671 911
48280 16248 362
87081 84577 786
82520 47536 924
36210 56299 687
41032 61256 350
45465 58071 681
42564 8197 256
97901 24322 993
39780 48094 40
81425 38917 739
7227 25514 195
59474 75497 111
30686 81109 858
49898 24857 618
57539 48663 787
90971 18903 515
99667 93689 863
82787 88873 72
16793 2232 707
27008 22979 730
40164 85758 216
74386 26314 297
61620 9132 74
77467 2540 217
98517 21327 10
45579 69845 439
46702 77634 681
27437 62914 424
69337 60457 802
97741 71733 915
40335 64448 945
60404 65989 789
69366 81834 908
78296 38242 955
23289 6280 912
39067 28575 466
36278 77302 451
14390 69274 687
63942 5942 837
921 92019 857
40249 18742 284
26543 97416 687
81973 23790 768
66236 24877 896
4262 89454 382
22081 97666 879
22742 99700 65
57873 46270 472
32039 72450 405
66066 31061 342
33155 12444 32
79800 23201 403
72113 96917 221
75933 5994 856
26920 6345 962
57889 28771 725
74855 27783 152
39395 2925 468
48155 91052 651
79934 78383 342
21468 66768 318
6980 50069 655
47508 59153 843
69765 36115 710
99319 8686 112
62624 86632 986
24009 19479 579
76713 76001 315
70046 23196 795
31005 94076 779
10323 71610 133
88838 73394 76
19264 98954 457
38251 79769 469
47513 48208 121
75164 65764 632
70437 55380 284
5790 22708 693
30714 64593 184
95322 29701 481
43230 38321 115
25537 80981 547
83656 598 692
78438 27048 432
65960 64813 511
85175 51395 764
25684 86545 434
89106 85676 96
71291 19949 290
85609 95550 26
46225 97717 503
30516 33764 37
30128 22711 376
63416 80886 322
40536 71371 79
57278 65975 550
77665 44592 176
68550 40589 711
3669 92777 59
15363 46047 511
57522 14061 378
70651 1199 178
60247 79612 250
83739 17889 733
40997 72605 994
50542 75444 347
64762 52449 407
14461 73751 547
77151 40669 450
64617 62601 524
31753 47290 261
24746 67032 458
32904 74271 747
24187 23149 854
46192 35204 61
17265 99205 809
85086 23727 417
6751 22845 335
38650 8427 791
67632 49895 74
45547 68924 975
33552 70887 606
28188 91620 968
18219 46795 311
42752 8039 576
15656 69689 189
86455 22341 383
80116 37259 16
29046 18676 942
31100 76541 677
70294 36498 428
41116 36233 95
71137 55953 691
51068 53801 376
79285 7 848
3279 34260 984
65338 75566 938
3075 68295 836
99265 1000 15
21212 93642 611
52186 32903 375
47898 12046 405
62602 1085 552
17122 44201 244
96822 23668 562
16435 47176 750
7959 10704 573
51587 2884 744
97795 35869 201
33125 26439 267
40561 27976 296
52310 41216 180
46612 71049 70
57685 68111 717
34076 38922 270
62810 25211 328
98072 20116 309
26596 4322 344
55712 65249 420
21239 97034 447
53904 20126 868
6793 73974 434
81195 86979 525
20315 22829 171
89457 40375 858
30242 15245 948
59732 31738 928
85565 48698 575
29487 56993 29
30177 34537 226
82890 39144 386
89091 50607 645
73661 94750 600
1506 56830 792
36088 78728 374
61521 21360 588
98397 94386 724
72273 15242 466
44185 73891 246
62683 30118 555
47839 86881 618
73321 27988 397
77221 1713 818
73495 15905 705
98291 51448 58
34880 9087 337
51761 51828 162
23448 48935 458
39947 29948 125
19797 84778 582
69021 78395 509
71622 54940 358
71737 63239 689
11547 81449 223
96471 23431 852
2878 41345 168
27220 18157 916
59519 21128 115
38398 54095 844
51881 40268 175
7318 86620 262
73063 82492 721
80677 22504 552
58901 28290 72
22772 94179 252
6139 88712 779
11466 63294 412
83255 97120 998
63226 54634 867
8493 11576 509
12229 20588 599
71685 55586 780
45423 13354 606
16047 32032 393
99553 90060 95
167 88837 974
93450 57701 29
25308 98425 43
49899 35552 248
42717 26417 69
38558 94847 479
30371 55870 495
78450 28745 824
24732 94884 438
86178 47268 386
19325 113 580
70615 85444 134
13572 62909 68
1148 89253 221
41384 84022 912
71298 78620 880
66465 63327 67
49297 45658 145
23533 7890 809
5549 57049 780
63528 439 272
27398 50259 547
55896 21688 319
20639 69003 283
72863 86059 548
25152 8688 269
47633 8214 572
3746 37103 460
73975 35081 623
69000 63337 897
59920 71772 382
67685 18390 717
71314 79601 28
26282 2816 781
79157 36131 754
25408 28724 187
80040 53290 325
51165 18724 262
33701 8370 618
32607 51703 5
90095 64978 264
21007 78607 13
11038 81406 580
3446 31931 310
73286 20595 82
75200 24107 543
12683 80715 987
78234 89427 246
44069 16669 560
81090 8409 697
93773 65880 913
18074 83966 412
41206 28702 226
61660 32711 641
83196 42284 520
75255 76767 164
73740 61034 326
47659 65230 878
22402 2213 780
34852 77407 228
63664 11221 720
58310 50946 568
48643 93662 80
45811 72627 390
20448 59992 290
19450 22938 953
56349 91866 773
61974 26988 899
194 47031 948
51850 22386 617
72785 69181 178
2433 31057 809
84170 8652 831
63216 95369 766
94527 15808 96
29325 7983 378
95917 27030 125
51387 63786 218
44007 35899 464
12629 12556 806
23178 53808 396
14784 36727 140
49686 6860 54
53906 81044 242
53160 91150 176
50411 95254 998
70818 38725 415
90290 71328 736
32925 15498 498
31058 57830 208
67254 57666 150
49811 61270 238
73291 96759 372
37230 98597 592
56734 73985 435
71223 62047 141
66458 70057 754
29974 32240 921
16585 45645 438
82616 95834 85
52378 5426 82
85930 71483 416
29461 97301 862
28023 46336 576
64250 19731 602
14681 56641 772
51768 64416 109
52371 24175 475
99948 63385 998
26056 77574 934
86482 75759 442
60546 2943 565
18677 63173 924
49465 64405 426
5113 56928 678
18713 28370 763
86733 57029 981
98466 98722 642
58609 41055 756
67523 66924 571
78270 34049 70
14693 70094 101
32979 85226 9
42652 23487 622
29428 46943 383
64927 84049 297
24603 64600 36
67171 2909 583
69163 21801 249
49821 18267 206
13807 83061 791
62691 91181 353
94718 39693 530
52867 96556 26
99775 77576 901
4318 10932 877
74235 30464 187
1389 51847 728
14036 48970 809
83335 44813 724
88790 18280 110
79024 14552 668
47991 50394 642
55475 61747 866
69825 85488 605
64564 60487 57
53067 64706 330
12209 80148 660
4855 29490 222
32683 25689 592
96869 53160 731
53230 36466 716
80901 63430 15
64250 41019 825
88615 46921 56
75834 87973 112
94932 67991 286
84374 52634 720
64365 7384 23
81303 13331 580
29473 92074 792
43593 80871 116
46182 73635 462
75390 43375 471
7469 88315 195
99784 73358 651
27656 97245 575
93978 47112 817
26146 84473 133
50275 3613 985
52308 81429 793
48986 93441 37
95449 77794 545
12789 2575 661
85792 28106 230
54694 73922 358
38523 78170 682
64921 30688 523
10530 56196 227
66328 83958 912
69826 16013 874
78077 50426 567
85400 96344 276
51336 76972 751
45644 24413 481
71705 44343 683
6541 34651 627
30390 58010 682
70357 86151 467
27245 75329 512
47812 75824 113
85805 85058 590
27274 29902 910
35601 48200 385
47435 95679 60
15467 55368 709
25607 84156 664
34563 31564 542
50139 18415 297
83159 56621 880
80753 86680 609
54509 7632 645
50876 25378 829
60520 42738 82
40368 58494 457
62745 24138 433
78158 46134 248
86625 5367 263
2235 53032 950
90038 99607 439
83708 82934 894
68821 80057 253
59264 2053 256
63757 40841 620
30693 36756 435
17010 9782 219
96302 34224 102
29241 88437 756
4838 30347 191
78971 85658 685
71064 18938 993
69627 92867 958
9217 62627 547
72397 60937 505
